Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,glassdoor est,min_salary,max_salary,avg_salary,Age,Job,Seniority,Python,R,SQL,AWS,Excel,GCP,Azure,Spark,PyTorch,TensorFlow,Tableau,Keras
3.0,Ameritas Life Insurance Corp, OH, NE,1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),1,1,72,117,94,133,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,0,0
4.0,Autodesk, CA, CA,5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),1,1,116,185,150,38,data scientist,senior,1,0,1,0,0,0,0,1,0,1,0,0
3.7,Genworth, NC, VA,1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,1,78,126,102,16,data scientist,Not Specified,1,0,1,1,1,1,1,1,0,1,1,0
4.4,Rubius Therapeutics, MA, MA,201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,42,82,62,7,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
4.3,OneMagnify, MI, MI,201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,59,116,87,53,manager,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
4.0,Pfizer, CT, NY,10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,63,105,84,171,data scientist,Not Specified,0,0,0,1,1,1,0,0,0,1,0,0
4.0,Novetta, VA, VA,501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,1,109,177,143,8,data scientist,Not Specified,1,0,0,1,0,0,0,0,0,1,0,1
3.2,"Numeric, LLC", PA, PA,1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),1,1,116,194,155,28,data scientist,senior,1,0,0,1,1,0,0,1,0,0,0,0
4.2,IZEA, FL, FL,51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),2,1,48,95,71,14,data engineer,Not Specified,1,0,1,1,1,0,0,1,0,1,0,0
3.9,Trace Data, CA, CA,51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),1,1,83,133,108,20,data scientist,Not Specified,1,0,1,0,0,0,0,1,1,1,0,0
3.7,Takeda Pharmaceuticals, CA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,105,198,151,239,data science related jobs,senior,0,0,0,0,1,0,0,0,0,1,0,0
3.6,Vionic Group, CA, CA,51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),1,1,31,72,51,14,analyst,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,98,182,140,239,data science related jobs,senior,0,0,0,0,1,0,0,0,0,0,0,0
2.8,Dodge Data & Analytics, NJ, NJ,201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,1,55,100,77,6,analyst,senior,1,0,1,0,1,0,0,0,0,1,1,0
4.2,Clearwater Analytics, ID, ID,501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),1,1,45,82,63,16,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
4.0,"Tekvalley, Corp.", CA, CA,1 to 50 employees,1992,Company - Private,IT Services,Information Technology,Less than $1 million (USD),1,1,83,135,109,28,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
3.5,BWX Technologies, TN, VA,5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),1,1,70,122,96,170,data scientist,Not Specified,1,0,0,0,0,0,0,0,1,1,0,1
3.2,PennyMac, CA, CA,1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,1,70,132,101,12,data engineer,Not Specified,1,0,1,1,1,0,0,0,0,0,1,0
3.3,Plymouth Rock Assurance, NJ, MA,1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),2,1,73,124,98,38,data scientist,senior,0,0,1,0,1,0,0,0,0,0,0,0
3.9,Vermeer, IA, IA,1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),3,1,54,101,77,72,data engineer,Not Specified,0,0,1,0,1,0,1,0,0,1,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,117,206,161,239,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.6,Beebe Healthcare, DE, DE,1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,1,49,79,64,85,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.4,Argo Group US, NY, Bermuda,1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),1,1,111,183,147,72,data scientist,senior,1,0,1,1,0,0,0,1,1,1,0,1
3.5,L&T Infotech, CA, India,10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,3,1,68,112,90,23,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,1
4.3,OceanFirst Financial, NJ, NJ,501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),1,1,42,74,58,118,analyst,Not Specified,0,0,1,1,0,0,0,0,0,1,0,0
4.1,Associated Electric Cooperative, MO, MO,501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),1,1,44,78,61,59,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,81,159,120,36,mle,Not Specified,1,0,0,0,0,0,0,0,0,1,0,0
3.6,Sotheby's, NY, NY,1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),1,1,95,161,128,276,data scientist,Not Specified,1,0,0,0,0,1,0,0,0,1,0,0
3.5,First Tech Federal Credit Union, OR, CA,1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),1,1,75,124,99,68,data scientist,Not Specified,1,0,1,1,1,0,0,1,0,1,1,1
3.6,Amrock, MI, MI,1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),1,1,72,120,96,23,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
2.3,Vanda Pharmaceuticals, DC, DC,201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,76,126,101,17,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
3.9,Zest AI, CA, CA,51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),1,1,114,182,148,11,data scientist,senior,1,0,0,0,0,0,0,0,0,1,0,0
4.0,Novetta, VA, VA,501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,1,108,176,142,8,data scientist,senior,1,0,1,1,0,0,0,0,0,1,0,0
4.1,CK-12 Foundation, CA, CA,1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,1,1,130,208,169,13,data scientist,senior,0,0,1,1,1,0,0,0,0,1,1,0
3.2,PennyMac, AZ, CA,1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,1,83,166,124,12,data science related jobs,Not Specified,1,0,1,0,1,0,0,0,0,1,0,1
4.7,DECISIVE ANALYTICS Corporation, AL, VA,51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),2,1,42,76,59,24,analyst,Not Specified,1,0,0,0,1,0,0,0,0,0,0,0
4.2,Opinion Dynamics, CA, MA,51 to 200 employees,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),1,1,37,68,52,33,data science related jobs,Not Specified,1,0,1,0,0,0,0,0,0,1,0,0
4.6,Applied Information Sciences, TX, VA,501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),1,1,52,99,75,38,data engineer,Not Specified,0,0,1,0,0,0,1,1,0,0,1,0
3.7,Swiss Re, NY, Switzerland,10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),3,1,105,173,139,157,data scientist,senior,1,0,1,0,1,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,71,134,102,239,data engineer,Not Specified,1,0,1,1,1,0,0,1,0,1,1,0
4.4,WK Dickson, SC, NC,201 to 500 employees,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),3,1,39,82,60,91,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.7,The Hanover Insurance Group, MA, MA,5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,1,114,179,146,168,data scientist,senior,1,0,1,0,1,0,0,0,0,0,0,0
3.9,Genentech, CA, CA,10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,88,162,125,44,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,60,102,81,169,analyst,senior,1,0,1,0,0,0,0,0,0,1,1,0
3.0,Tempus Labs, IL, IL,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,100,166,133,5,mle,senior,1,0,1,1,0,0,0,0,1,1,0,0
3.4,General Dynamics Information Technology, DC, VA,10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),3,1,55,99,77,24,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,1,0
4.1,ManTech, VA, VA,5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),1,1,67,117,92,52,data engineer,Not Specified,0,0,1,0,0,0,0,0,0,1,0,0
3.8,Novartis, MA, Switzerland,10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,92,150,121,24,data scientist,senior,0,0,0,0,0,0,0,0,0,0,0,0
4.0,Autodesk, CA, CA,5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),1,1,116,209,162,38,data engineer,senior,1,0,1,0,1,0,0,1,0,1,0,0
3.9,Southwest Research Institute, TX, TX,1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,1,38,82,60,73,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.4,SpringML, IN, CA,1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,62,119,90,5,data engineer,Not Specified,1,0,0,0,0,1,0,1,0,1,0,0
3.8,Novartis, MA, Switzerland,10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,86,143,114,24,data scientist,Not Specified,1,0,0,0,0,0,0,0,1,1,0,0
3.8,Juniper Networks, CA, CA,5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),1,1,93,149,121,24,data scientist,Not Specified,1,0,1,0,1,0,0,1,0,1,0,1
2.2,The Integer Group, TX, CO,501 to 1000 employees,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),3,1,84,136,110,27,data scientist,senior,0,0,0,0,0,0,0,0,0,0,1,0
2.9,Karyopharm Therapeutics Inc., MA, MA,201 to 500 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,60,123,91,28,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
4.1,ManTech, VA, VA,5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),1,1,52,89,70,52,analyst,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.7,P2 Energy Solutions, LA, CO,501 to 1000 employees,1992,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,48,93,70,28,data engineer,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,56,97,76,55,data scientist,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,65,119,92,169,data engineer,Not Specified,1,0,0,0,1,0,0,1,0,1,0,0
4.7,Recursion Pharmaceuticals, UT, UT,51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,1,108,173,140,7,data scientist,senior,1,0,0,1,0,0,0,0,1,1,0,1
3.5,Esri, VA, CA,1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,1,63,101,82,51,data science related jobs,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
4.4,Rubius Therapeutics, MA, MA,201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,90,179,134,7,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.3,Samba TV, CA, CA,201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,127,202,164,12,data scientist,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.4,SV Microwave, FL, FL,201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),1,1,31,57,44,29,analyst,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.0,ClearEdge, MD, MD,51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),1,1,60,127,93,18,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
4.4,SpringML, VA, CA,1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,75,143,109,5,data engineer,Not Specified,1,0,0,0,0,0,0,1,0,0,0,0
3.8,Sumo Logic, TX, CA,501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,1,105,194,149,10,data engineer,Not Specified,0,0,0,1,0,0,0,1,0,1,0,0
3.5,EAB, DC, DC,1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,1,1,45,86,65,13,data engineer,Not Specified,0,0,1,1,1,0,0,1,0,0,0,0
3.5,Brighthouse Financial, NC, NC,1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,1,1,95,154,124,3,data scientist,senior,1,0,0,0,1,0,0,1,0,0,0,0
2.9,Affinity Solutions, CA, NY,51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,3,1,80,148,114,22,data engineer,Not Specified,1,0,1,0,0,0,0,1,0,1,1,0
3.9,Citadel Federal Credit Union, PA, PA,501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,3,1,36,62,49,83,analyst,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
3.7,CALIBRE Systems, VA, VA,501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),3,1,50,92,71,31,analyst,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,67,135,101,169,director,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.5,Esri, CA, CA,1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,1,82,132,107,51,data scientist,Not Specified,1,0,0,1,0,0,1,1,0,0,1,0
4.7,New England Biolabs, MA, MA,201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,1,85,140,112,46,data scientist,Not Specified,1,0,0,0,1,0,0,0,0,1,0,0
3.9,Tapjoy, CA, CA,201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,1,138,224,181,13,mle,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
3.7,Motorola Solutions, IL, IL,10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),3,1,42,80,61,92,analyst,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
3.1,Reynolds American, KY, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,68,139,103,145,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,34,92,63,169,manager,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.0,Infosys, CT, India,10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,1,54,71,62,39,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.5,Alignment Healthcare, CA, CA,501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,1,65,124,94,7,data engineer,Not Specified,1,0,1,1,1,1,1,1,0,1,0,0
3.6,San Manuel Casino, CA, CA,1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),1,1,35,62,48,34,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,1,0
3.5,Sunovion, MA, MA,1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,1,109,200,154,10,data science related jobs,senior,1,0,0,0,1,0,0,0,0,0,0,0
4.0,Texas Health Huguley Hospital, TX, TX,1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,1,42,58,50,43,data science related jobs,Not Specified,0,0,0,1,0,0,0,0,0,0,0,0
3.7,Cboe Global Markets, KS, IL,501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),1,1,61,113,87,47,mle,Not Specified,1,0,1,0,1,0,0,0,0,1,0,0
2.4,Teasdale Latin Foods, IL, TX,501 to 1000 employees,1992,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),1,1,39,66,52,28,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.2,Guidepoint, NY, NY,501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,3,1,43,86,64,17,data engineer,Not Specified,1,0,1,1,1,0,1,0,0,0,0,0
2.1,Cerus Corporation, CA, CA,201 to 500 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,1,74,149,111,28,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,113,196,154,239,data engineer,Not Specified,0,0,1,1,1,0,0,1,0,1,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,81,167,124,36,mle,senior,0,0,0,0,0,0,0,0,0,0,0,0
4.4,Maven Wave Partners, IL, IL,201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,1,97,160,128,12,data scientist,senior,1,0,1,1,1,1,1,0,0,1,1,0
3.7,Vail Health, CO, CO,501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,1,56,91,73,54,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.5,Central California Alliance for Health, CA, CA,501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,42,86,64,24,manager,Not Specified,0,0,1,0,0,0,0,0,0,1,1,0
3.0,Pilot Flying J Travel Centers LLC, TN, TN,10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,1,69,127,98,62,data engineer,senior,1,0,1,0,0,0,0,0,0,0,0,0
4.2,Nuna, CA, CA,51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,110,175,142,10,data scientist,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.9,AstraZeneca, NY, United Kingdom,10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,102,172,137,107,data scientist,senior,1,0,0,0,0,0,0,0,0,1,0,0
4.0,Pinnacol Assurance, CO, CO,501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),1,1,74,124,99,105,data engineer,Not Specified,1,0,1,1,0,1,0,0,0,1,0,0
3.3,Palermo's Pizza, WI, WI,501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,1,1,40,68,54,56,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.4,MathWorks, MA, MA,1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,1,108,171,139,36,data scientist,senior,1,0,1,0,0,0,0,0,0,0,1,0
3.4,MetroStar Systems, MD, VA,201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),1,1,76,142,109,21,data engineer,Not Specified,0,0,0,1,0,0,0,0,0,0,0,0
3.3,Liberty Mutual Insurance, IL, MA,10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,1,202,306,254,108,director,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
2.9,Audentes Therapeutics, CA, CA,201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,1,49,97,73,8,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
2.7,Advanced BioScience Laboratories, MD, MD,201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,1,49,113,81,59,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.6,Beebe Healthcare, DE, DE,1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,1,49,79,64,85,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.1,Reynolds American, NC, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,65,134,99,145,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.3,National Interstate, OH, OH,501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),1,1,32,59,45,31,analyst,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.5,Moser Consulting, IN, IN,51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),1,1,87,158,122,24,data engineer,senior,1,0,1,1,0,1,1,1,0,1,0,0
3.9,TransUnion, IL, IL,5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),1,1,107,173,140,52,data scientist,senior,1,0,1,0,1,0,0,0,0,0,0,0
3.2,MITRE, VA, MA,5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,1,56,99,77,62,data science related jobs,senior,0,0,0,0,0,0,0,0,0,1,0,0
3.1,Reynolds American, NC, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,80,155,117,145,data science related jobs,senior,0,0,0,0,1,0,0,0,0,0,0,0
2.4,Crown Bioscience, CA, CA,501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),1,1,43,98,70,14,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
4.8,HOVER, CA, CA,51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),1,1,45,78,61,9,manager,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
2.9,Q2 Solutions, NY, NC,1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,44,96,70,5,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
2.9,Q2 Solutions, GA, NC,1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,50,110,80,5,data science related jobs,senior,0,0,0,0,1,0,0,0,0,0,0,0
3.4,Arbella Insurance, MA, MA,1001 to 5000 employees,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),1,1,61,119,90,32,data engineer,Not Specified,0,0,1,0,1,0,0,1,0,1,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,56,91,73,36,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.8,Zimmerman Advertising, FL, FL,501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,68,114,91,36,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,101,158,129,169,data science related jobs,Not Specified,1,0,1,1,1,0,0,1,0,1,1,0
